-7.668701473866598 0.8483060002326965|-7.817450944577352 0.8337719440460205|none|none
-6.205415655170576 1.0349980592727661|-6.204630252216951 1.0333166122436523|none|none
0.11983570456504822 1.043347954750061|0.11947215348482132 1.0359764099121094|germany|germany
8.27493399778475 0.40068191289901733|8.274959985409872 0.4006668031215668|none|none
-1.5062713623046875 0.5978358387947083|-1.5039899349212646 0.7574484348297119|united-states|united-states
-1.6954641342163086 1.0077975988388062|-1.8938957452774048 0.9007806181907654|canada|united-states
0.41464364528656006 1.3704265356063843|0.30223342776298523 1.4039552211761475|finland|sweden
4.219590012227194 0.6328948140144348|4.157692734395162 0.7012743353843689|none|none
-6.057542834674017 1.1718395948410034|-6.1078049580203455 1.1108990907669067|none|none
4.8835522572146814 0.4659954905509949|4.97148043314089 0.7617655396461487|none|none
-6.176972124968664 1.0049993991851807|-6.1727932284223 1.0023902654647827|none|none
-6.187435198818342 1.0506025552749634|-6.1896459127413195 1.057306170463562|none|none
6.608636174594061 1.134864330291748|6.51010533074011 1.1725263595581055|none|none
8.722585026417867 0.6675555109977722|8.722605053578512 0.6675126552581787|none|none
-1.321221947669983 0.891782820224762|-1.2921062707901 0.7810938954353333|canada|united-states
-3.7531309763537806 -0.7141024470329285|-3.7532125155078333 -0.7139879465103149|none|none
8.27716309229006 0.3987913727760315|8.27577788034548 0.39905938506126404|none|none
6.36921596923937 1.0542844533920288|6.37893541554083 1.0506025552749634|none|none
0.1075981929898262 1.0008692741394043|0.10678772628307343 0.9993728399276733|luxembourg|luxembourg
0.25223106145858765 1.0128837823867798|0.2503441274166107 1.013446569442749|czech-republic|czech-republic
-6.15342460969557 0.9305922389030457|-6.1492444465505045 0.9450815320014954|none|none
-1.0113542079925537 -0.651002824306488|-1.0189108848571777 -0.6444798707962036|argentina|argentina
7.555546824132101 0.3390236794948578|7.036347631608145 0.20369486510753632|none|none
-8.347168747578756 0.6326830387115479|-8.347134415303366 0.6326681971549988|none|none
-8.3735616842853 0.7508643269538879|-8.346780602131979 0.6328948140144348|none|none
-1.244523048400879 0.824032723903656|-1.2449674606323242 0.8232566714286804|united-states|united-states
6.691444043313162 0.8246444463729858|6.691066298876898 0.82466721534729|none|none
4.990468565617697 0.7809196710586548|4.961963359509603 0.891782820224762|none|none
0.0770503506064415 1.064204454421997|0.07656499743461609 1.0659745931625366|netherlands|netherlands
0.08643744885921478 1.0763134956359863|0.08640753477811813 1.07630455493927|netherlands|netherlands
6.772576246653692 -0.4741958975791931|6.772530589495794 -0.47305771708488464|none|none
-5.75409841934313 1.3147021532058716|-5.753821615372793 1.3163954019546509|none|none
6.457588915024893 1.187239408493042|6.499190408979551 1.1766059398651123|none|none
5.481971029435293 -0.4167545437812805|5.467874948178427 -0.4228554368019104|none|none
-0.02724076807498932 0.9366723299026489|-0.028466232120990753 0.9375676512718201|france|france
-5.987763766442434 1.0776066780090332|-5.987211738024847 1.0787798166275024|none|none
6.366803851221697 1.0744969844818115|6.366499539707796 1.0735422372817993|none|none
-1.2430171966552734 0.8162940740585327|-1.240222692489624 0.8175160884857178|united-states|united-states
6.727691028510229 1.5069704055786133|7.341612521802084 1.2117588520050049|none|none
0.0868438109755516 0.8810840845108032|0.09971495717763901 0.8854448199272156|france|france
8.954094235097067 -0.4986491799354553|8.30938440958132 0.10471026599407196|none|none
0.15263164043426514 1.0139989852905273|0.1930968314409256 0.9959394335746765|germany|germany
-5.969801191483633 1.294922947883606|-5.970014814530508 1.2963961362838745|none|none
0.2699320912361145 0.9327464699745178|0.22759771347045898 0.9528470039367676|austria|austria
4.991079036389486 0.7810938954353333|4.990431253110067 0.7807514071464539|none|none
-5.951296005641119 1.017527461051941|-5.935127709303991 1.0124995708465576|none|none
6.133888159190313 0.8298794031143188|6.2547190750585955 0.9375676512718201|none|none
0.131391704082489 1.0710840225219727|0.1525491625070572 1.014562726020813|germany|germany
6.458565656338827 1.1108990907669067|6.458474446331159 1.110823392868042|none|none
6.699951473866598 0.7154589891433716|6.828797701989309 0.5506563782691956|none|none
-3.843818012868063 0.6675401329994202|-3.843832794819967 0.6675524115562439|none|none
1.9917702674865723 0.4005588889122009|1.9917516708374023 0.400603324174881|china|china
8.953975025807516 -0.49884533882141113|8.954020563756124 -0.4988590180873871|none|none
0.17507386207580566 1.1107115745544434|0.17528913915157318 1.110823392868042|germany|germany
5.576320532952444 -0.1643199622631073|5.447472993527548 -0.2794305682182312|none|none
0.5325220227241516 1.0230610370635986|0.5325033068656921 1.0228252410888672|ukraine|ukraine
6.324736166988508 0.9778324365615845|6.3194747420596045 0.9765554070472717|none|none
6.368086185549394 0.8993455767631531|6.3888753096209925 0.9121422171592712|none|none
8.057388488446371 0.05089699849486351|8.057390515004293 0.05089191347360611|none|none
9.333417240773336 -0.6926988959312439|9.333375994359152 -0.6926622986793518|none|none
1.9939777851104736 0.39878472685813904|1.9925925731658936 0.39905938506126404|china|china
6.7863556186305445 0.7857168912887573|6.7895981709109705 0.7875016331672668|none|none
8.395495001469747 0.2563435435295105|8.395136419926779 0.2577948570251465|none|none
6.384083856140272 1.0361253023147583|6.3609549591885965 1.0349980592727661|none|none
6.364841219280855 1.0618135929107666|6.371129635964529 1.0576127767562866|none|none
0.42127084732055664 1.214240550994873|0.48106685280799866 1.1212871074676514|latvia|belarus
-5.996772799883978 0.9645217061042786|-5.984510515128271 0.9614226222038269|none|none
-2.090376377105713 0.7508643269538879|-1.8938957452774048 0.9007806181907654|united-states|united-states
0.08326713740825653 1.0742427110671997|0.08296933025121689 1.0741342306137085|netherlands|netherlands
0.1505938619375229 1.0132958889007568|0.15050619840621948 1.0129001140594482|germany|germany
-6.163713153694765 1.0359764099121094|-6.176972124968664 1.0049993991851807|none|none
2.5292603969573975 -0.714038610458374|2.5295488834381104 -0.7140507698059082|australia|australia
-2.1479222774505615 0.8580017685890198|-2.1176187992095947 0.858132004737854|united-states|united-states
-3.8939388434039515 0.6564300656318665|-3.9184089342700403 0.6463637948036194|none|none
-6.163376566265718 1.0996285676956177|-6.10825547972788 1.1109129190444946|none|none
5.656715575848715 -0.1262303590774536|5.668659273778097 -0.10227666050195694|none|none
8.395136419926779 0.2577948570251465|8.144797031079428 0.1888965666294098|none|none
-8.428147856389181 0.8949458599090576|-8.428036038075582 0.8950023651123047|none|none
-5.475270454083578 0.7197823524475098|-5.400339607392446 0.47442394495010376|none|none
1.267797827720642 0.4163106679916382|0.9830825924873352 0.45335718989372253|india|india
6.649731371794836 1.0726125240325928|6.647210274134771 1.0710982084274292|none|none
-6.196341496204035 0.8810840845108032|-6.183470350001947 0.8854448199272156|none|none
6.435634408389227 1.0139358043670654|6.435642961655752 1.0139164924621582|none|none
-7.668701473866598 0.8483060002326965|-7.97854453722109 1.0078684091567993|none|none
0.3127293586730957 1.2969719171524048|0.31281954050064087 1.2967345714569092|sweden|sweden
-6.154442835842268 0.8996632099151611|-6.15342460969557 0.9305922389030457|none|none
8.813012663518087 -0.7143193483352661|8.813239638005392 -0.7141024470329285|none|none
6.369392011557714 1.0748047828674316|6.369648989533083 1.0762499570846558|none|none
-4.421573583279745 0.1888965666294098|-4.17101771036257 0.25674816966056824|none|none
6.943020586167471 0.9574916362762451|6.963418726121084 0.8823007941246033|none|none
-7.65982169309725 0.8300850987434387|-7.595605436955587 0.7619177103042603|none|none
4.7537228504764 0.8062726855278015|4.7480754295932215 0.8092157244682312|none|none
6.940364662800924 1.1780681610107422|6.941409532223837 1.176745891571045|none|none
-7.567174021397726 0.8938291668891907|-7.604407254849569 0.891782820224762|none|none
0.13236060738563538 0.9456931352615356|0.13523581624031067 0.9729107618331909|switzerland|france
-4.882526818905966 0.22859010100364685|-4.927696768437521 0.22596630454063416|none|none
5.468468133603231 -0.4240356385707855|5.469027403985159 -0.42454925179481506|none|none
-7.008112076913015 -0.370559424161911|-6.9864928166018885 -0.3622075617313385|none|none
0.10089854896068573 1.0361253023147583|0.07776965200901031 1.0349980592727661|netherlands|belgium
-1.5601009130477905 0.8345767855644226|-1.5342656373977661 0.8337719440460205|united-states|united-states
0.09377525001764297 0.8402795195579529|0.17754589021205902 0.6915940046310425|france|tunisia
6.435702789817945 1.0139870643615723|6.435674552117483 1.0139580965042114|none|none
0.3666846752166748 1.0728517770767212|0.36402496695518494 1.0710982084274292|poland|poland
-6.149632621799604 0.8823105692863464|-6.183063049112455 0.8860689997673035|none|none
-6.147197012101309 0.8961106538772583|-6.142711732779638 0.8952902555465698|none|none
6.939620498810903 1.1787090301513672|6.940364662800924 1.1780681610107422|none|none
-2.127892017364502 0.7063327431678772|-2.127336263656616 0.7045066356658936|united-states|united-states
4.9916046301471155 0.7798840999603271|4.991562072430746 0.779401421546936|none|none
6.939615611230032 1.178604245185852|6.940364662800924 1.1780681610107422|none|none
0.2959735691547394 1.0787798166275024|0.2954215407371521 1.0776066780090332|poland|poland
6.458518121634619 1.1109187602996826|6.458115134631292 1.1109129190444946|none|none
8.147755686436788 -0.10911717265844345|8.147610131894247 -0.10910363495349884|none|none
6.256761353706018 0.21764083206653595|6.213288437818186 0.09333295375108719|none|none
2.4393997192382812 0.6675555109977722|2.439405918121338 0.6675022840499878|japan|japan
2.6709089279174805 -0.4986491799354553|2.670896291732788 -0.4987379312515259|australia|australia
-6.130054716263906 1.097066879272461|-6.130173359309332 1.0980303287506104|none|none
-5.868541661893026 1.3704265356063843|-5.8386795858489435 1.5069704055786133|none|none
6.359979797397749 1.034430980682373|6.360907804463999 1.034847378730774|none|none
-7.1424729267703455 -0.2950521409511566|-7.123580817376272 -0.27939295768737793|none|none
-7.0843995849238794 -0.4167545437812805|-7.104490105305807 -0.4108542501926422|none|none
4.292113844548361 1.0394312143325806|0.3308328092098236 1.7176629304885864|none|norway
-1.0404245853424072 0.23051485419273376|-1.0777353048324585 0.21194297075271606|barbados|grenada
-5.991823081170217 1.1155198812484741|-5.987211738024847 1.0787798166275024|none|none
6.53596014181246 1.0123178958892822|6.510783020650045 0.9528470039367676|none|none
0.35737764835357666 0.8765825033187866|0.35713642835617065 0.8767015933990479|serbia|serbia
1.8308371305465698 0.20322100818157196|1.8312087059020996 0.20310556888580322|cambodia|cambodia
0.18142789602279663 1.4434624910354614|0.3536173105239868 1.458972692489624|norway|sweden
-5.969801191483633 1.294922947883606|-6.073693860565321 1.2403002977371216|none|none
-2.1488375663757324 0.9914681315422058|-2.1452696323394775 0.8950477242469788|canada|united-states
0.0770503506064415 1.064204454421997|0.07802822440862656 1.064016342163086|netherlands|netherlands
5.431995872651235 -0.400316447019577|5.451040450726644 -0.34056952595710754|none|none
-6.990050081406729 -0.1643199622631073|-7.128946665917532 -0.025641364976763725|none|none
6.786354426537649 0.7857106924057007|6.742624525223867 0.802607536315918|none|none
-0.008154701441526413 0.7519976496696472|0.03729650750756264 0.7940195202827454|spain|spain
-4.289207522069113 0.39878472685813904|-4.171234194432394 0.2577948570251465|none|none
-8.424418989812033 0.8943437933921814|-8.41752821603884 0.9463639855384827|none|none
-7.440995041524069 -0.6170262098312378|-7.471069637929098 -0.7391958236694336|none|none
6.398776438330309 1.0825779438018799|6.398198437188761 1.1007685661315918|none|none
8.395495001469747 0.2563435435295105|8.51228624979128 0.47546932101249695|none|none
-6.293802389186816 0.9440189599990845|-6.22833959037532 0.9012433290481567|none|none
1.8204660415649414 1.074323296546936|1.6208640336990356 1.1853747367858887|russia|russia
-0.7068647742271423 -0.1643199622631073|-0.6264697313308716 -0.1262303590774536|brazil|brazil
-0.2309749573469162 0.1487586796283722|-0.6086061596870422 -0.141150563955307|sierra-leone|brazil
5.481971029435293 -0.4167545437812805|5.469112519417898 -0.4236385226249695|none|none
8.648029867802755 0.6459521055221558|8.647956673298971 0.6463422179222107|none|none
-7.735905353222982 0.8201672434806824|-7.731844250355856 0.7655677795410156|none|none
0.40771326422691345 0.8250485062599182|0.40725964307785034 0.8241041898727417|bulgaria|bulgaria
-1.6893779039382935 0.6062994599342346|-1.6914891004562378 0.6118585467338562|united-states|united-states
-8.329388205205099 0.6083911061286926|-8.349371973668234 0.6300020813941956|none|none
6.434639174734251 1.0138053894042969|6.43445368507971 1.0135468244552612|none|none
0.4921402633190155 -0.4728897511959076|0.47984564304351807 -0.53557288646698|south-africa|lesotho
0.4445057213306427 1.5069704055786133|0.3536173105239868 1.458972692489624|finland|sweden
7.158016387616293 1.1007651090621948|7.4912771622287195 0.7922531366348267|none|none
4.147066418324606 0.7133098244667053|4.138517204915182 0.8169957995414734|none|none
5.436914269124166 -0.02546020969748497|5.182728115712301 -0.17384304106235504|none|none
5.1449236313449305 -0.48596319556236267|5.050569955502645 -0.6199737191200256|none|none
1.8204660415649414 1.074323296546936|4.134347740803854 0.9914681315422058|russia|none
-5.010823790227072 0.3390236794948578|-5.300102714692251 0.45335718989372253|none|none
-4.418760482464926 -0.10910363495349884|-4.418614927922384 -0.10911717265844345|none|none
-1.3444122076034546 0.738102376461029|-1.3477470874786377 0.7382358908653259|united-states|united-states
4.830459300671713 0.8201726675033569|4.781456057225363 0.7578144073486328|none|none
6.123621199523107 0.7348884344100952|5.172690812741415 0.8728876113891602|none|none
0.1139441728591919 1.1019896268844604|0.10062307119369507 1.1007896661758423|netherlands|netherlands
-1.6507686376571655 0.7425627112388611|-1.6914891004562378 0.6118585467338562|united-states|united-states
0.2954215407371521 1.0776066780090332|0.2969973683357239 1.0411739349365234|poland|poland
6.510783020650045 0.9528470039367676|6.553117398415701 0.9327464699745178|none|none
-3.6454394499408167 -0.6271750926971436|-3.6803086439715784 -0.6582059860229492|none|none
-7.129456345235006 -0.02546020969748497|-7.355890933667318 0.18692690134048462|none|none
1.0577266216278076 1.2114795446395874|0.8575546145439148 1.1782301664352417|russia|russia
6.484875906501905 0.9612231850624084|6.484345037733213 0.9611325860023499|none|none
-6.064346496258871 1.174800157546997|-6.063826445733206 1.174983263015747|none|none
2.529827356338501 -0.7143193483352661|2.529972791671753 -0.7139879465103149|australia|australia
0.4557975232601166 0.8686122298240662|0.45527881383895874 0.8673872351646423|romania|romania
-5.590844515954153 -0.07063063979148865|-5.5974693338023584 -0.11919613927602768|none|none
-4.944205824528829 0.5635581612586975|-5.015387479458944 0.4163106679916382|none|none
6.568351451550619 0.9616105556488037|6.553117398415701 0.9327464699745178|none|none
2.2291009426116943 0.47546932101249695|2.121619462966919 0.45262986421585083|japan|taiwan
-5.742264930401937 -0.5448637008666992|-5.960922125970022 -0.6310338973999023|none|none
-7.583189193402426 0.7756502032279968|-7.5948901812182825 0.7617655396461487|none|none
0.1353900283575058 0.9732277989387512|0.13620367646217346 0.9726378917694092|france|germany
4.219167296086447 0.6326876878738403|4.216818157826559 0.6301025152206421|none|none
-4.06572920480837 0.7066850066184998|-4.066978518162863 0.7084475159645081|none|none
-7.355890933667318 0.18692690134048462|-7.383642498646871 -0.17384304106235504|none|none
7.729991380368368 1.153592824935913|8.103651348744528 1.074323296546936|none|none
2.670896291732788 -0.4987379312515259|2.6709089279174805 -0.4986491799354553|australia|australia
0.4349185824394226 1.3241077661514282|0.5293547511100769 1.3129783868789673|finland|russia
6.53598523536791 0.6721916198730469|6.5156135896789 0.7214992642402649|none|none
6.324099075292246 0.9803470969200134|6.324784193431036 0.9799829125404358|none|none
-7.574749056492941 0.7791860103607178|-7.577760998402731 0.7767837643623352|none|none
-4.532858316098348 0.09308041632175446|-4.529098574315206 0.24243377149105072|none|none
-0.026993034407496452 1.118090033531189|-0.03898836672306061 1.1084661483764648|united-kingdom|united-kingdom
5.431995872651235 -0.400316447019577|5.448619846497671 -0.3776894509792328|none|none
-5.773889962826864 0.7857070565223694|-5.7800161878215235 0.7857106924057007|none|none
0.3318893015384674 1.017527461051941|0.3480575978755951 1.0124995708465576|poland|poland
5.481971029435293 -0.4167545437812805|5.528893772755758 -0.41199010610580444|none|none
-5.783450756465093 0.8613702654838562|-5.773889962826864 0.7857070565223694|none|none
0.1075981929898262 1.0008692741394043|0.10621318221092224 1.0049993991851807|luxembourg|luxembourg
6.4420344720231455 0.8932193517684937|6.442057285700933 0.8932462334632874|none|none
-5.900311295186178 0.9333062171936035|-5.9484480063067835 0.9441229104995728|none|none
-5.0899037887575105E-5 1.0523895025253296|0.08142507821321487 1.077297568321228|united-kingdom|netherlands
0.4893074333667755 -0.4730946719646454|0.4893452823162079 -0.47305771708488464|south-africa|south-africa
9.333417240773336 -0.6926988959312439|9.342423264180319 -0.7131935954093933|none|none
-6.16485777894129 1.07425856590271|-6.1550964454757136 1.07042396068573|none|none
5.576320532952444 -0.1643199622631073|5.437423948441641 -0.025641364976763725|none|none
-6.243780624364511 0.9812492728233337|-6.241965979580776 0.9815442562103271|none|none
6.402171384786264 1.045555591583252|6.411274168883459 1.07042396068573|none|none
0.17604859173297882 1.0943467617034912|0.1930968314409256 0.9959394335746765|germany|germany
-7.787150446568624 0.7574462890625|-7.787175242100851 0.7574484348297119|none|none
6.640323493872778 0.8766319751739502|6.639210198317663 0.8767234086990356|none|none
0.041401732712984085 0.9812441468238831|0.10398252308368683 1.0011723041534424|france|luxembourg
-4.462719265614645 1.074323296546936|-4.068716351185934 0.7065689563751221|none|none
1.3389794826507568 0.5635581612586975|0.9830825924873352 0.45335718989372253|india|india
-6.030385378991262 0.6721916198730469|-6.050757024680273 0.7214992642402649|none|none
6.435734469686643 1.014562726020813|6.43578747311701 1.014487385749817|none|none
5.148167673741476 -0.8273489475250244|6.60544848838915 -0.6310338973999023|none|none
-8.417423073445455 0.7135429382324219|-8.411077324544088 0.7063327431678772|none|none
-6.347591061388151 0.7741177082061768|-6.347113665436403 0.7735598087310791|none|none
-7.346955720578329 -0.6440919041633606|-7.340329949055807 -0.6294313669204712|none|none
-0.8457613587379456 -0.025641364976763725|-0.8403955101966858 -0.27939295768737793|brazil|brazil
6.25619227277209 1.118090033531189|6.231189679597513 1.1063288450241089|none|none
5.155340258275167 0.32730385661125183|5.172690812741415 0.8728876113891602|none|none
0.11626578867435455 1.075888752937317|0.1155911311507225 1.0825779438018799|netherlands|netherlands
0.2973511219024658 1.040808916091919|0.253654807806015 1.0129121541976929|poland|czech-republic
-4.8363792339908045 1.153592824935913|-4.835850421582357 1.1550449132919312|none|none
-0.8817147612571716 -0.5457966327667236|-0.8483738303184509 -0.5015059113502502|brazil|brazil
7.826387588177816 0.4047316312789917|7.860732857381002 0.4269413948059082|none|none
6.366103481744425 1.0739789009094238|6.364610385392801 1.077297568321228|none|none
-5.319937709962026 0.45148736238479614|-5.366340402756826 0.5413007140159607|none|none
1.5434596538543701 0.40451890230178833|1.756095290184021 0.24799400568008423|india|thailand
6.3692630792604845 1.0757378339767456|6.369648989533083 1.0762499570846558|none|none
-7.787175242100851 0.7574484348297119|-7.756028358136312 0.6265891790390015|none|none
5.468437377606527 -0.4238542914390564|5.469051305447714 -0.4233684241771698|none|none
-5.912400994692938 0.9766460657119751|-5.900311295186178 0.9333062171936035|none|none
6.492676753793852 1.2403002977371216|6.47229123512377 1.3148107528686523|none|none
-0.8942140340805054 -0.5499675273895264|-1.018810510635376 -0.644515335559845|brazil|argentina
-6.057542834674017 1.1718395948410034|-6.056319568549291 1.1728408336639404|none|none
0.10398252308368683 1.0011723041534424|0.10621318221092224 1.0049993991851807|luxembourg|luxembourg
4.550407115613119 0.34457963705062866|4.552175585423605 0.3443296253681183|none|none
-2.1452696323394775 0.8950477242469788|-2.1479222774505615 0.8580017685890198|united-states|united-states
-6.22833959037532 0.9012433290481567|-6.259025404472844 0.846077024936676|none|none
6.435661439095632 1.0139188766479492|6.435642961655752 1.0139164924621582|none|none
-6.04983297387232 1.0794355869293213|-6.048806745802061 1.0790544748306274|none|none
5.254919234906332 -0.6413547992706299|5.2244818846331995 -0.610057532787323|none|none
-4.06572920480837 0.7066850066184998|-4.064444367085592 0.7050485014915466|none|none
2.9758353233337402 -0.9032326340675354|2.0220673084259033 -0.5891169309616089|new-zealand|australia
1.8308371305465698 0.20322100818157196|1.756095290184021 0.24799400568008423|cambodia|thailand
2.439063310623169 0.6660414934158325|2.4390974044799805 0.6661422848701477|japan|japan
6.369592841957704 1.07630455493927|6.369590346013204 1.0762985944747925|none|none
0.6573598384857178 1.1768314838409424|0.6565653085708618 1.1773114204406738|russia|russia
-0.8483738303184509 -0.5015059113502502|-0.8613256812095642 -0.4599423110485077|brazil|brazil
4.97148043314089 0.7617655396461487|4.9710463921176355 0.7617786526679993|none|none
5.389298144971029 -0.5502653121948242|5.388971273099081 -0.5499675273895264|none|none
-1.3519196510314941 0.7406541109085083|-1.3518911600112915 0.7406318187713623|united-states|united-states
-6.241091475133793 0.9783576726913452|-6.17749530473818 0.9121422171592712|none|none
6.795545403157369 -0.05889507383108139|6.968901280556814 -0.11919613927602768|none|none
0.5325220227241516 1.0230610370635986|0.5322830677032471 1.022627353668213|ukraine|ukraine
0.8444694876670837 1.13344407081604|0.8748310804367065 1.1007651090621948|russia|russia
6.385207083319322 1.0380088090896606|6.384083856140272 1.0361253023147583|none|none
8.722591225300924 0.6675022840499878|8.72271186510195 0.6674529910087585|none|none
0.6550202369689941 1.1742393970489502|0.6565951704978943 1.173462986946106|russia|russia
-2.0663671493530273 0.6301025152206421|-2.0462028980255127 0.6083911061286926|united-states|united-states
6.322580330316917 0.9812593460083008|6.3194747420596045 0.9765554070472717|none|none
-6.096127752457754 1.3149728775024414|-6.096135903392927 1.314962387084961|none|none
-1.8774332420434803E-4 1.0520590543746948|-5.0899037887575105E-5 1.0523895025253296|united-kingdom|united-kingdom
5.18292481104006 0.31991472840309143|5.242760721837179 0.23051485419273376|none|none
-5.746442917977468 1.3045010566711426|-5.6267781297313135 1.178735613822937|none|none
-6.132514257227079 1.013363242149353|-6.1325009057866495 1.0133745670318604|none|none
-6.243780624364511 0.9812492728233337|-6.243790284042255 0.9812593460083008|none|none
0.08529158681631088 1.0757403373718262|0.08380650728940964 1.0753319263458252|netherlands|netherlands
-5.750663284455435 1.0230610370635986|-5.750902239476339 1.022627353668213|none|none
-7.756028358136312 0.6265891790390015|-7.708456460629598 0.5559926629066467|none|none
-6.150304008518354 0.8999283313751221|-6.15342460969557 0.9305922389030457|none|none
-4.469406787549154 0.02309313416481018|-4.356568519269125 0.026615014299750328|none|none
8.702110115681783 -0.6512891054153442|8.700995508824484 -0.65089350938797|none|none
0.07776965200901031 1.0349980592727661|0.10089854896068573 1.0361253023147583|belgium|netherlands
0.14772260189056396 0.9044972062110901|0.1505812257528305 0.8924812078475952|italy|italy
4.991621557866232 0.7791860103607178|4.9916046301471155 0.7798840999603271|none|none
6.786354426537649 0.7857106924057007|6.7863556186305445 0.7857168912887573|none|none
6.403041955326692 1.0433533191680908|6.4026574606644076 1.0359764099121094|none|none
-2.144850730895996 0.8950023651123047|-2.1428730487823486 0.8931706547737122|united-states|united-states
8.037325326596395 0.24237984418869019|8.114022437726156 0.20322100818157196|none|none
-7.623460952435629 0.3193225860595703|-7.575443569813864 0.0817907452583313|none|none
-6.224005613719122 0.1128491759300232|-6.030385378991262 0.6721916198730469|none|none
6.43445368507971 1.0135468244552612|6.434109423552648 1.0135481357574463|none|none
9.342423264180319 -0.7131935954093933|9.333417240773336 -0.6926988959312439|none|none
0.36939090490341187 0.8250439167022705|0.4067661464214325 0.8257606029510498|serbia|bulgaria
6.47229123512377 1.3148107528686523|6.4702428619014185 1.3149728775024414|none|none
8.8132429758655 -0.7139856219291687|8.813239638005392 -0.7141024470329285|none|none
-8.115704242383138 0.7571269869804382|-7.974674407635824 0.6118585467338562|none|none
0.12794481217861176 0.8995224237442017|0.1374966949224472 0.8927138447761536|italy|italy
0.08330214023590088 1.07418692111969|0.08361854404211044 1.0744969844818115|netherlands|netherlands
-5.919160340224401 1.0710982084274292|-5.916699681674139 1.071413278579712|none|none
-7.973008219395773 0.6065905094146729|-7.974674407635824 0.6118585467338562|none|none
-3.864260498677389 -0.6512891054153442|-3.8646088282214563 -0.6514893770217896|none|none
0.08326713740825653 1.0742427110671997|0.08361854404211044 1.0744969844818115|netherlands|netherlands
1.7540867328643799 0.24243377149105072|1.5434596538543701 0.40451890230178833|thailand|india
-6.129566777740614 1.097135305404663|-6.107136715446607 1.0943467617034912|none|none
4.138517204915182 0.8169957995414734|4.192808930073873 0.7508643269538879|none|none
6.736124400292532 0.8533192276954651|6.738940213118688 0.8669684529304504|none|none
-1.2430171966552734 0.8162940740585327|-1.2430554628372192 0.8162556886672974|united-states|united-states
0.6582242250442505 1.176745891571045|0.8444694876670837 1.13344407081604|russia|russia
-6.310178341587083 1.118090033531189|-6.335180934761659 1.1063288450241089|none|none
6.360078741108076 1.0454797744750977|6.359970983360903 1.0454682111740112|none|none
0.33259469270706177 0.9449551701545715|0.37078431248664856 0.9766460657119751|hungary|slovak-republic
-0.860115647315979 -0.4590742588043213|-0.8511894345283508 -0.400316447019577|brazil|brazil
5.050569955502645 -0.6199737191200256|5.038586203251974 -0.7889527678489685|none|none
0.6564071774482727 1.178735613822937|0.8575546145439148 1.1782301664352417|russia|russia
-0.7666036486625671 -0.3553129732608795|-0.7668015360832214 -0.35483139753341675|brazil|brazil
5.148167673741476 -0.8273489475250244|5.196405831967489 -0.7340041995048523|none|none
2.3018009662628174 0.8357352614402771|4.134347740803854 0.9914681315422058|russia|none
-7.393679801617758 0.8728876113891602|-7.567145530377523 0.8938320875167847|none|none
-4.870408240948812 0.4867144227027893|-5.015387479458944 0.4163106679916382|none|none
0.14047357439994812 0.8952902555465698|0.1342208832502365 0.8978664875030518|italy|italy
3.527008597050802 0.3812730312347412|4.216818157826559 0.6301025152206421|none|none
0.10398252308368683 1.0011723041534424|0.04104822501540184 0.9818951487541199|luxembourg|france
6.964670840893881 0.8820289373397827|7.0911001602755945 0.7197823524475098|none|none
6.244196940456526 1.1084661483764648|6.25619227277209 1.118090033531189|none|none
-7.5277844111071985 -0.7889527678489685|-7.626993481312887 -0.21280281245708466|none|none
8.954057518635885 -0.49885284900665283|8.95525056520571 -0.5011494159698486|none|none
0.4893452823162079 -0.47305771708488464|0.4921402633190155 -0.4728897511959076|south-africa|south-africa
6.419095982109205 0.9722180962562561|6.415545914565222 0.9456931352615356|none|none
0.6554751396179199 1.1789076328277588|0.6541476845741272 1.1765697002410889|russia|russia
-7.577754680310385 0.7797874808311462|-7.575902048741476 0.7809196710586548|none|none
6.772774610911505 0.8921156525611877|6.782919857894079 0.8613702654838562|none|none
6.423658881579534 0.8952902555465698|6.433766532932417 0.8924812078475952|none|none
-6.205415655170576 1.0349980592727661|-6.205462809895174 1.034847378730774|none|none
-1.860620141029358 0.6554650068283081|-1.6914891004562378 0.6118585467338562|united-states|united-states
1.9917746782302856 0.4006668031215668|1.991586446762085 0.40124383568763733|china|china
-6.130054716263906 1.097066879272461|-6.163376566265718 1.0996285676956177|none|none
-7.143056933079855 -0.45965927839279175|-7.098554317151205 -0.42497554421424866|none|none
1.6208640336990356 1.1853747367858887|0.3308328092098236 1.7176629304885864|russia|norway
6.938660446797506 1.1789076328277588|6.939615611230032 1.178604245185852|none|none
6.689951453601019 0.8257606029510498|6.640596721564428 0.8760373592376709|none|none
0.15146327018737793 1.0138473510742188|0.1501152515411377 1.0141674280166626|germany|germany
-1.5604345798492432 0.8345434069633484|-1.627618432044983 0.8806920647621155|united-states|united-states
6.364677105342047 1.0772172212600708|6.367462199424402 1.0759509801864624|none|none
-7.09796637693514 -0.4240458011627197|-7.097890321408407 -0.424019992351532|none|none
0.4148228168487549 0.7177315950393677|0.4167661666870117 0.7154589891433716|greece|greece
6.479622025285856 0.8516318798065186|6.414873797689573 0.8663923740386963|none|none
6.649869982396261 1.0728517770767212|6.649731371794836 1.0726125240325928|none|none
5.4618805090533655 -0.4108542501926422|5.467874948178427 -0.4228554368019104|none|none
0.3866301476955414 1.530835509300232|0.4445057213306427 1.5069704055786133|sweden|finland
