-7.422876183186666 -0.4352467358112335|-7.258692685757772 -0.4969066381454468|-7.2623640338527125 -0.2756046950817108|none|none|none
-7.47221559682955 -0.29225844144821167|-7.2623640338527125 -0.2756046950817108|-7.383642498646871 -0.17384304106235504|none|none|none
-7.576052490864889 0.08033749461174011|-7.750693265591757 0.1741344928741455|-7.6533289591418665 -0.002262576948851347|none|none|none
-7.750693265591757 0.1741344928741455|-7.623460952435629 0.3193225860595703|-7.788599673901693 0.21328715980052948|none|none|none
-8.015963498746054 0.34457963705062866|-8.014195028935568 0.3443296253681183|-8.005620900784628 0.5385831594467163|none|none|none
-7.804466787968771 0.24830597639083862|-8.014195028935568 0.3443296253681183|-7.788599673901693 0.21328715980052948|none|none|none
-7.576052490864889 0.08033749461174011|-7.383642498646871 -0.17384304106235504|-7.355890933667318 0.18692690134048462|none|none|none
-8.235896412526266 0.6163644194602966|-8.005620900784628 0.5385831594467163|-8.143805448208944 0.6554650068283081|none|none|none
-8.329388205205099 0.6083911061286926|-8.239214007054464 0.6201538443565369|-8.346780602131979 0.6328948140144348|none|none|none
-8.238114897404806 0.6194043755531311|-8.239214007054464 0.6201538443565369|-8.235896412526266 0.6163644194602966|none|none|none
-8.349371973668234 0.6300020813941956|-8.329388205205099 0.6083911061286926|-8.346780602131979 0.6328948140144348|none|none|none
-8.349552456532614 0.6301025152206421|-8.349371973668234 0.6300020813941956|-8.347203318272726 0.6326876878738403|none|none|none
-8.349552456532614 0.6301025152206421|-8.408703390751974 0.7012767791748047|-8.415298287068502 0.7057568430900574|none|none|none
-8.419426743184225 0.7118943929672241|-9.03936201730837 0.3812730312347412|-8.415298287068502 0.7057568430900574|none|none|none
-8.418574635182516 0.9475751519203186|-8.418416563664572 0.9474469423294067|-8.418395105992452 0.9474450349807739|none|none|none
-8.41752821603884 0.9463639855384827|-8.431896511708395 0.9913893342018127|-8.418395105992452 0.9474450349807739|none|none|none
-8.428454939519064 0.8950477242469788|-8.428147856389181 0.8949458599090576|-8.428036038075582 0.8950023651123047|none|none|none
-8.424418989812033 0.8943437933921814|-8.41752821603884 0.9463639855384827|-8.428036038075582 0.8950023651123047|none|none|none
-8.418416563664572 0.9474469423294067|-8.41752821603884 0.9463639855384827|-8.418395105992452 0.9474450349807739|none|none|none
-8.419426743184225 0.7118943929672241|-8.419304196034567 0.7133098244667053|-8.42785340944399 0.8169957995414734|none|none|none
-8.3735616842853 0.7508643269538879|-8.400804106389181 0.858132004737854|-8.42785340944399 0.8169957995414734|none|none|none
-8.428147856389181 0.8949458599090576|-8.426058355961935 0.8931706547737122|-8.428036038075582 0.8950023651123047|none|none|none
-8.426058355961935 0.8931706547737122|-8.400804106389181 0.858132004737854|-8.424320046101705 0.8942997455596924|none|none|none
-8.274256769810812 1.0394312143325806|-8.41752821603884 0.9463639855384827|-8.400804106389181 0.858132004737854|none|none|none
-8.27384859720339 1.0393824577331543|-8.274256769810812 1.0394312143325806|-8.177081052456991 0.9007806181907654|none|none|none
-8.27384859720339 1.0393824577331543|-7.97854453722109 1.0078684091567993|-6.666436795388357 1.4714540243148804|none|none|none
-6.665529404078619 1.471697449684143|-6.666436795388357 1.4714540243148804|-6.431759927664892 1.0634326934814453|none|none|none
-6.665529404078619 1.471697449684143|-6.10175741115679 1.4434624910354614|-5.952352497969763 1.7176629304885864|none|none|none
-0.38325148820877075 1.4714540243148804|-0.3823440968990326 1.471697449684143|0.3308328092098236 1.7176629304885864|iceland|iceland|norway
-1.9910714626312256 1.0394312143325806|-0.38325148820877075 1.4714540243148804|-5.952352497969763 1.7176629304885864|canada|iceland|none
0.3308328092098236 1.7176629304885864|5.8999338189708155 1.4714540243148804|6.61401811638941 1.7176629304885864|norway|none|none
8.722585026417867 0.6675555109977722|8.734931770955221 0.7126994132995605|8.722537819539205 0.6675524115562439|none|none|none
8.722585026417867 0.6675555109977722|8.722605053578512 0.6675126552581787|8.72271186510195 0.6674529910087585|none|none|none
8.72271186510195 0.6674529910087585|8.722605053578512 0.6675126552581787|8.722591225300924 0.6675022840499878|none|none|none
8.722537819539205 0.6675524115562439|8.722282711659567 0.6661422848701477|8.722591225300924 0.6675022840499878|none|none|none
8.50192624727358 0.7050485014915466|8.647961680089132 0.6463637948036194|8.584676090870992 0.8351717591285706|none|none|none
8.497654263173239 0.7065689563751221|8.497918669377462 0.70869380235672|8.103651348744528 1.074323296546936|none|none|none
8.497918669377462 0.70869380235672|8.49939209619631 0.7084475159645081|8.584676090870992 0.8351717591285706|none|none|none
6.727691028510229 1.5069704055786133|7.341612521802084 1.2117588520050049|6.61401811638941 1.7176629304885864|none|none|none
6.561904017125265 0.9010707139968872|6.629085127507345 0.7934532761573792|6.63880899945368 0.8765530586242676|none|none|none
6.501558561121122 0.8067962527275085|6.561904017125265 0.9010707139968872|6.5360436777221125 0.9073558449745178|none|none|none
6.376348849629061 0.8414528965950012|6.376960557197229 0.8402795195579529|6.414873797689573 0.8663923740386963|none|none|none
6.479622025285856 0.8516318798065186|6.414873797689573 0.8663923740386963|6.501558561121122 0.8067962527275085|none|none|none
6.3073452098863285 0.846077024936676|6.2187795529710215 0.7741177082061768|6.220810581241743 0.773138701915741|none|none|none
6.376348849629061 0.8414528965950012|6.3073452098863285 0.846077024936676|6.320032663886444 0.7948427796363831|none|none|none
6.819790963326589 0.9180623888969421|6.782919857894079 0.8613702654838562|6.87849206129183 0.880382776260376|none|none|none
6.782919857894079 0.8613702654838562|6.742624525223867 0.802607536315918|6.7895981709109705 0.7875016331672668|none|none|none
6.7895981709109705 0.7875016331672668|6.742624525223867 0.802607536315918|6.7863556186305445 0.7857168912887573|none|none|none
6.691185567771093 0.8239407539367676|6.742624525223867 0.802607536315918|6.691444043313162 0.8246444463729858|none|none|none
6.690444950257437 0.8241041898727417|6.689951453601019 0.8257606029510498|6.652576212082998 0.8250439167022705|none|none|none
6.629085127507345 0.7934532761573792|6.652576212082998 0.8250439167022705|6.63880899945368 0.8765530586242676|none|none|none
6.691185567771093 0.8239407539367676|6.691066298876898 0.82466721534729|6.690444950257437 0.8241041898727417|none|none|none
6.255944539104597 0.9366723299026489|6.2547190750585955 0.9375676512718201|6.133888159190313 0.8298794031143188|none|none|none
6.3073452098863285 0.846077024936676|6.255944539104597 0.9366723299026489|6.2187795529710215 0.7741177082061768|none|none|none
4.999225083981649 0.8938320875167847|5.172690812741415 0.8728876113891602|5.8999338189708155 1.4714540243148804|none|none|none
5.900841210280554 1.471697449684143|5.8999338189708155 1.4714540243148804|6.1346106866942804 1.0634326934814453|none|none|none
6.1346106866942804 1.0634326934814453|6.2547190750585955 0.9375676512718201|6.227673679833309 1.0514543056488037|none|none|none
5.042962614689962 0.8175160884857178|5.172690812741415 0.8728876113891602|5.042517964039938 0.8214545249938965|none|none|none
5.042962614689962 0.8175160884857178|5.040168110524313 0.8162940740585327|5.0436827580081385 0.811115026473999|none|none|none
5.0365135113345545 0.8048979640007019|5.036537233983175 0.8048842549324036|5.0436827580081385 0.811115026473999|none|none|none
5.036537233983175 0.8048842549324036|4.999357883130209 0.7802137136459351|5.155340258275167 0.32730385661125183|none|none|none
5.08051580587496 0.21271072328090668|5.211826030408041 0.27026280760765076|5.130020205174581 0.3276953399181366|none|none|none
4.999357883130209 0.7802137136459351|5.130020205174581 0.3276953399181366|5.155340258275167 0.32730385661125183|none|none|none
5.205450002347128 0.21194297075271606|5.08051580587496 0.21271072328090668|5.210479680691854 0.18692690134048462|none|none|none
5.4374879638301294 -0.024970978498458862|5.437512520943777 -0.023635460063815117|5.436914269124166 -0.02546020969748497|none|none|none
8.274959985409872 0.4006668031215668|8.274955574666158 0.4005588889122009|8.27672249475588 0.39968717098236084|none|none|none
8.274959985409872 0.4006668031215668|8.274936978016989 0.400603324174881|8.274955574666158 0.4005588889122009|none|none|none
8.274771753941671 0.40124383568763733|8.274936978016989 0.400603324174881|8.27493399778475 0.40068191289901733|none|none|none
7.140739921723501 1.1782301664352417|7.340911928807394 1.2114795446395874|6.727691028510229 1.5069704055786133|none|none|none
7.140739921723501 1.1782301664352417|6.940364662800924 1.1780681610107422|6.941409532223837 1.176745891571045|none|none|none
7.12765479484667 1.13344407081604|6.941409532223837 1.176745891571045|6.9397804776774805 1.173462986946106|none|none|none
7.12765479484667 1.13344407081604|6.9397804776774805 1.173462986946106|6.915400509034292 1.0103356838226318|none|none|none
6.943020586167471 0.9574916362762451|6.977092270051138 0.9374290108680725|6.915400509034292 1.0103356838226318|none|none|none
6.976335648690359 0.9376060366630554|6.977092270051138 0.9374290108680725|6.943020586167471 0.9574916362762451|none|none|none
6.943020586167471 0.9574916362762451|6.819790963326589 0.9180623888969421|6.87849206129183 0.880382776260376|none|none|none
8.557798926030294 0.6228758692741394|8.647961680089132 0.6463637948036194|8.50192624727358 0.7050485014915466|none|none|none
8.50192624727358 0.7050485014915466|8.500641409550802 0.7066850066184998|8.497654263173239 0.7065689563751221|none|none|none
8.274959985409872 0.4006668031215668|8.274771753941671 0.40124383568763733|8.27493399778475 0.40068191289901733|none|none|none
5.08051580587496 0.21271072328090668|4.990927044545309 0.0817907452583313|5.210479680691854 0.18692690134048462|none|none|none
4.815677348767416 0.1741344928741455|4.990927044545309 0.0817907452583313|4.942909661923544 0.3193225860595703|none|none|none
4.942909661923544 0.3193225860595703|4.761903826390402 0.24830597639083862|4.777770940457479 0.21328715980052948|none|none|none
4.560749713574545 0.5385831594467163|4.552175585423605 0.3443296253681183|4.6173569599734705 0.5438348650932312|none|none|none
4.743783537541525 0.3105131685733795|4.552175585423605 0.3443296253681183|4.761903826390402 0.24830597639083862|none|none|none
4.560749713574545 0.5385831594467163|4.5914300123797815 0.6105626225471497|4.422565166150228 0.6554650068283081|none|none|none
4.328827802334921 0.6202086806297302|4.3304742018329065 0.6163644194602966|4.422565166150228 0.6554650068283081|none|none|none
4.327156607304708 0.6201538443565369|4.192808930073873 0.7508643269538879|4.219590012227194 0.6328948140144348|none|none|none
4.327156607304708 0.6201538443565369|4.3282557169543665 0.6194043755531311|4.328827802334921 0.6202086806297302|none|none|none
4.3282557169543665 0.6194043755531311|4.3304742018329065 0.6163644194602966|4.328827802334921 0.6202086806297302|none|none|none
4.219236199055807 0.6326681971549988|4.216998640690939 0.6300020813941956|4.219590012227194 0.6328948140144348|none|none|none
4.216998640690939 0.6300020813941956|4.219236199055807 0.6326681971549988|4.219167296086447 0.6326876878738403|none|none|none
4.216818157826559 0.6301025152206421|4.219167296086447 0.6326876878738403|4.157692734395162 0.7012743353843689|none|none|none
4.1576672236071985 0.7012767791748047|4.216818157826559 0.6301025152206421|4.157692734395162 0.7012743353843689|none|none|none
4.1576672236071985 0.7012767791748047|4.1543994585620325 0.7042357921600342|4.15107232729067 0.7057568430900574|none|none|none
3.527008597050802 0.3812730312347412|4.146943871174948 0.7118943929672241|4.138517204915182 0.8169957995414734|none|none|none
4.146943871174948 0.7118943929672241|4.15107232729067 0.7057568430900574|4.148947540913717 0.7135429382324219|none|none|none
2.4390974044799805 0.6661422848701477|2.440030097961426 0.6668854355812073|2.4396615028381348 0.6673257946968079|japan|japan|japan
2.4390974044799805 0.6661422848701477|2.439063310623169 0.6660414934158325|2.4396252632141113 0.6660429239273071|japan|japan|japan
2.440030097961426 0.6668854355812073|2.4517464637756348 0.7126994132995605|2.4396615028381348 0.6673257946968079|japan|japan|japan
4.134347740803854 0.9914681315422058|2.4517464637756348 0.7126994132995605|3.527008597050802 0.3812730312347412|none|japan|none
2.438751697540283 0.6658658981323242|2.438969373703003 0.6652253866195679|2.439063310623169 0.6660414934158325|japan|japan|japan
2.3649775981903076 0.6459780931472778|2.2291009426116943 0.47546932101249695|2.438969373703003 0.6652253866195679|japan|japan|japan
2.2291009426116943 0.47546932101249695|2.112309694290161 0.2563435435295105|2.9377901554107666 -0.31451481580734253|japan|philippines|vanuatu
2.672065258026123 -0.5011494159698486|2.6708967685699463 -0.49873802065849304|2.670872211456299 -0.49885284900665283|australia|australia|australia
2.670896291732788 -0.4987379312515259|2.6708967685699463 -0.49873802065849304|2.6709089279174805 -0.4986491799354553|australia|australia|australia
2.0261991024017334 0.10471026599407196|2.6709089279174805 -0.4986491799354553|2.112309694290161 0.2563435435295105|malaysia|australia|philippines
2.672065258026123 -0.5011494159698486|2.670835256576538 -0.4988590180873871|2.6707897186279297 -0.49884533882141113|australia|australia|australia
2.6707897186279297 -0.49884533882141113|2.6709089279174805 -0.4986491799354553|2.4178102016448975 -0.65089350938797|australia|australia|australia
2.4178102016448975 -0.65089350938797|2.6709089279174805 -0.4986491799354553|2.0261991024017334 0.10471026599407196|australia|australia|malaysia
1.8645703792572021 -0.10911717265844345|2.022765636444092 -0.5872442722320557|2.0261991024017334 0.10471026599407196|indonesia|australia|malaysia
2.022765636444092 -0.5872442722320557|1.8645703792572021 -0.10911717265844345|1.8644248247146606 -0.10910363495349884|australia|indonesia|indonesia
1.8644248247146606 -0.10910363495349884|1.8643954992294312 -0.10867997258901596|1.774205207824707 0.05089191347360611|indonesia|indonesia|malaysia
1.774205207824707 0.05089191347360611|1.4006584882736206 0.22859010100364685|1.0035008192062378 -0.3609011471271515|malaysia|india|mauritius
1.0035008192062378 -0.3609011471271515|0.7531623244285583 0.20369486510753632|0.6923407912254333 -0.07063063979148865|mauritius|djibouti|kenya
0.6404759287834167 -0.05881782993674278|0.6857159733772278 -0.11919613927602768|0.6923407912254333 -0.07063063979148865|tanzania|tanzania|kenya
0.5123600959777832 -0.05889507383108139|0.6111355423927307 -0.2793594002723694|0.6857159733772278 -0.11919613927602768|burundi|malawi|tanzania
0.6111355423927307 -0.2793594002723694|0.49362099170684814 -0.272236704826355|0.5419715046882629 -0.3163681626319885|malawi|zambia|zimbabwe
0.5419715046882629 -0.3163681626319885|0.49189427495002747 -0.4677474796772003|0.5434374213218689 -0.47615179419517517|zimbabwe|south-africa|swaziland
0.49116379022598267 -0.4688257575035095|0.4921402633190155 -0.4728897511959076|0.49189427495002747 -0.4677474796772003|south-africa|south-africa|south-africa
0.49362099170684814 -0.272236704826355|0.4307499825954437 -0.4002548158168793|0.5419715046882629 -0.3163681626319885|zambia|botswana|zimbabwe
0.2308688908815384 -0.15587666630744934|0.2981652617454529 -0.40452244877815247|0.49362099170684814 -0.272236704826355|angola|namibia|zambia
-0.6720308661460876 -0.22832727432250977|-0.7033075094223022 -0.3622075617313385|-0.6086061596870422 -0.141150563955307|brazil|brazil|brazil
0.2308688908815384 -0.15587666630744934|-0.6086061596870422 -0.141150563955307|0.2981652617454529 -0.40452244877815247|angola|brazil|namibia
0.49116379022598267 -0.4688257575035095|0.4893396496772766 -0.47305604815483093|0.4893452823162079 -0.47305771708488464|south-africa|south-africa|south-africa
0.4893396496772766 -0.47305604815483093|0.4893074333667755 -0.4730946719646454|0.4893452823162079 -0.47305771708488464|south-africa|south-africa|south-africa
0.4307499825954437 -0.4002548158168793|0.4893074333667755 -0.4730946719646454|0.49116379022598267 -0.4688257575035095|botswana|south-africa|south-africa
-1.018810510635376 -0.644515335559845|-1.0596243143081665 -0.58256995677948|-1.0189108848571777 -0.6444798707962036|argentina|argentina|argentina
-1.0587034225463867 -0.610057532787323|-1.0282660722732544 -0.6413547992706299|-1.0596243143081665 -0.58256995677948|argentina|argentina|argentina
-0.975507378578186 -0.4969066381454468|-1.0596243143081665 -0.58256995677948|-1.018810510635376 -0.644515335559845|argentina|argentina|argentina
-0.8933111429214478 -0.5326100587844849|-0.975507378578186 -0.4969066381454468|-0.8942140340805054 -0.5499675273895264|brazil|argentina|brazil
-0.8483738303184509 -0.5015059113502502|-0.8613256812095642 -0.4599423110485077|-0.8933111429214478 -0.5326100587844849|brazil|brazil|brazil
-0.8483738303184509 -0.5015059113502502|-0.8141579031944275 -0.42454925179481506|-0.8153690099716187 -0.42497554421424866|brazil|brazil|brazil
-0.8012142777442932 -0.4167545437812805|-0.8141579031944275 -0.42454925179481506|-0.7542915344238281 -0.41199010610580444|brazil|brazil|brazil
-0.7033075094223022 -0.3622075617313385|-0.724926769733429 -0.370559424161911|-0.7538356184959412 -0.4107121527194977|brazil|brazil|brazil
-0.7538356184959412 -0.4107121527194977|-0.7541490197181702 -0.41083258390426636|-0.7542915344238281 -0.41199010610580444|brazil|brazil|brazil
-0.975507378578186 -0.4969066381454468|-0.8936969041824341 -0.41806474328041077|-0.9791787266731262 -0.2756046950817108|argentina|brazil|brazil
-1.1004571914672852 -0.17384304106235504|-0.9791787266731262 -0.2756046950817108|-0.8462710380554199 -0.02546020969748497|brazil|brazil|brazil
-1.1004571914672852 -0.17384304106235504|-1.2928671836853027 0.08033749461174011|-1.3701436519622803 -0.002262576948851347|brazil|colombia|ecuador
-1.7327781915664673 0.34457963705062866|-1.3701436519622803 -0.002262576948851347|-1.505414366722107 0.21328715980052948|mexico|ecuador|nicaragua
-2.0462028980255127 0.6083911061286926|-1.7327781915664673 0.34457963705062866|-1.9527111053466797 0.6163644194602966|united-states|mexico|united-states
-2.0462028980255127 0.6083911061286926|-2.0663671493530273 0.6301025152206421|-2.756176710128784 0.3812730312347412|united-states|united-states|united-states
-2.756176710128784 0.3812730312347412|-3.843560043965475 0.6660429239273071|-3.3453951517688196 -0.31451481580734253|united-states|none|none
-3.611120049153463 -0.5011494159698486|-3.2335892359363 -0.6903277039527893|-3.3453951517688196 -0.31451481580734253|none|none|none
-3.6441777388202112 -0.6287963390350342|-3.614598814641134 -0.5031149983406067|-3.6454480330096644 -0.6271389126777649|none|none|none
-3.644165817891256 -0.6288187503814697|-3.6441777388202112 -0.6287963390350342|-3.644294563923971 -0.6290389895439148|none|none|none
-3.753127638493673 -0.7139856219291687|-3.753441874180929 -0.7135905623435974|-3.753209177647726 -0.7139658331871033|none|none|none
-3.6441007296191614 -0.6290663480758667|-3.644165817891256 -0.6288187503814697|-3.644294563923971 -0.6290389895439148|none|none|none
-3.6441007296191614 -0.6290663480758667|-3.611120049153463 -0.5011494159698486|-3.644165817891256 -0.6288187503814697|none|none|none
-3.614598814641134 -0.5031149983406067|-3.611120049153463 -0.5011494159698486|-3.6123955885516565 -0.49884533882141113|none|none|none
-3.6123955885516565 -0.49884533882141113|-3.6122763792621058 -0.4986491799354553|-3.8653751055346888 -0.65089350938797|none|none|none
-3.8653751055346888 -0.65089350938797|-3.6122763792621058 -0.4986491799354553|-4.256986204777853 0.10471026599407196|none|none|none
-4.418614927922384 -0.10911717265844345|-4.260419670735494 -0.5872442722320557|-4.256986204777853 0.10471026599407196|none|none|none
-4.260419670735494 -0.5872442722320557|-4.418614927922384 -0.10911717265844345|-4.418760482464926 -0.10910363495349884|none|none|none
-4.418760482464926 -0.10910363495349884|-4.418789807950155 -0.10867997258901596|-4.508980099354879 0.05089191347360611|none|none|none
-4.508980099354879 0.05089191347360611|-4.882526818905966 0.22859010100364685|-5.279684487973348 -0.3609011471271515|none|none|none
-5.279684487973348 -0.3609011471271515|-5.530022982751028 0.20369486510753632|-5.590844515954153 -0.07063063979148865|none|none|none
-5.6427093783961695 -0.05881782993674278|-5.5974693338023584 -0.11919613927602768|-5.590844515954153 -0.07063063979148865|none|none|none
-5.770825211201803 -0.05889507383108139|-5.6720497647868555 -0.2793594002723694|-5.5974693338023584 -0.11919613927602768|none|none|none
-5.6720497647868555 -0.2793594002723694|-5.789564315472738 -0.272236704826355|-5.741213802491323 -0.3163681626319885|none|none|none
-5.741213802491323 -0.3163681626319885|-5.791291032229559 -0.4677474796772003|-5.739747885857717 -0.47615179419517517|none|none|none
-5.792021516953604 -0.4688257575035095|-5.791045043860571 -0.4728897511959076|-5.791291032229559 -0.4677474796772003|none|none|none
-5.789564315472738 -0.272236704826355|-5.8524353245841425 -0.4002548158168793|-5.741213802491323 -0.3163681626319885|none|none|none
-6.052316416298048 -0.15587666630744934|-5.985020045434133 -0.40452244877815247|-5.789564315472738 -0.272236704826355|none|none|none
-6.955216173325674 -0.22832727432250977|-6.9864928166018885 -0.3622075617313385|-6.8917914668666285 -0.141150563955307|none|none|none
-6.052316416298048 -0.15587666630744934|-6.8917914668666285 -0.141150563955307|-5.985020045434133 -0.40452244877815247|none|none|none
-5.792021516953604 -0.4688257575035095|-5.79384565750231 -0.47305604815483093|-5.793840024863378 -0.47305771708488464|none|none|none
-5.79384565750231 -0.47305604815483093|-5.793877873812811 -0.4730946719646454|-5.793840024863378 -0.47305771708488464|none|none|none
-5.8524353245841425 -0.4002548158168793|-5.793877873812811 -0.4730946719646454|-5.792021516953604 -0.4688257575035095|none|none|none
-7.301995817814962 -0.644515335559845|-7.342809621487753 -0.58256995677948|-7.302096192036764 -0.6444798707962036|none|none|none
-7.341888729725973 -0.610057532787323|-7.311451379452841 -0.6413547992706299|-7.342809621487753 -0.58256995677948|none|none|none
-7.258692685757772 -0.4969066381454468|-7.342809621487753 -0.58256995677948|-7.301995817814962 -0.644515335559845|none|none|none
-7.176496450101034 -0.5326100587844849|-7.258692685757772 -0.4969066381454468|-7.177399341260092 -0.5499675273895264|none|none|none
-7.131559137498037 -0.5015059113502502|-7.14451098838915 -0.4599423110485077|-7.176496450101034 -0.5326100587844849|none|none|none
-7.131559137498037 -0.5015059113502502|-7.097343210374014 -0.42454925179481506|-7.098554317151205 -0.42497554421424866|none|none|none
-7.0843995849238794 -0.4167545437812805|-7.097343210374014 -0.42454925179481506|-7.037476841603414 -0.41199010610580444|none|none|none
-6.9864928166018885 -0.3622075617313385|-7.008112076913015 -0.370559424161911|-7.037020925675527 -0.4107121527194977|none|none|none
-7.037020925675527 -0.4107121527194977|-7.037334326897756 -0.41083258390426636|-7.037476841603414 -0.41199010610580444|none|none|none
-7.258692685757772 -0.4969066381454468|-7.17688221136202 -0.41806474328041077|-7.2623640338527125 -0.2756046950817108|none|none|none
-7.383642498646871 -0.17384304106235504|-7.2623640338527125 -0.2756046950817108|-7.129456345235006 -0.02546020969748497|none|none|none
-7.576052490864889 0.08033749461174011|-7.575443569813864 0.0817907452583313|-7.750693265591757 0.1741344928741455|none|none|none
-7.750693265591757 0.1741344928741455|-7.575443569813864 0.0817907452583313|-7.623460952435629 0.3193225860595703|none|none|none
-7.623460952435629 0.3193225860595703|-7.804466787968771 0.24830597639083862|-7.788599673901693 0.21328715980052948|none|none|none
-8.005620900784628 0.5385831594467163|-8.014195028935568 0.3443296253681183|-7.949013654385702 0.5438348650932312|none|none|none
-7.822587076817648 0.3105131685733795|-8.014195028935568 0.3443296253681183|-7.804466787968771 0.24830597639083862|none|none|none
-7.383642498646871 -0.17384304106235504|-7.129456345235006 -0.02546020969748497|-7.355890933667318 0.18692690134048462|none|none|none
-7.575443569813864 0.0817907452583313|-7.576052490864889 0.08033749461174011|-7.355890933667318 0.18692690134048462|none|none|none
-8.005620900784628 0.5385831594467163|-7.974940601979391 0.6105626225471497|-8.143805448208944 0.6554650068283081|none|none|none
-8.237542812024252 0.6202086806297302|-8.235896412526266 0.6163644194602966|-8.143805448208944 0.6554650068283081|none|none|none
-8.239214007054464 0.6201538443565369|-8.3735616842853 0.7508643269538879|-8.346780602131979 0.6328948140144348|none|none|none
-8.239214007054464 0.6201538443565369|-8.238114897404806 0.6194043755531311|-8.237542812024252 0.6202086806297302|none|none|none
-8.238114897404806 0.6194043755531311|-8.235896412526266 0.6163644194602966|-8.237542812024252 0.6202086806297302|none|none|none
-8.347134415303366 0.6326681971549988|-8.349371973668234 0.6300020813941956|-8.346780602131979 0.6328948140144348|none|none|none
-8.349371973668234 0.6300020813941956|-8.347134415303366 0.6326681971549988|-8.347203318272726 0.6326876878738403|none|none|none
-8.349552456532614 0.6301025152206421|-8.347203318272726 0.6326876878738403|-8.40867787996401 0.7012743353843689|none|none|none
-8.408703390751974 0.7012767791748047|-8.349552456532614 0.6301025152206421|-8.40867787996401 0.7012743353843689|none|none|none
-8.408703390751974 0.7012767791748047|-8.41197115579714 0.7042357921600342|-8.415298287068502 0.7057568430900574|none|none|none
-8.419426743184225 0.7118943929672241|-8.415298287068502 0.7057568430900574|-8.417423073445455 0.7135429382324219|none|none|none
-8.41752821603884 0.9463639855384827|-8.424418989812033 0.8943437933921814|-8.424320046101705 0.8942997455596924|none|none|none
-8.426058355961935 0.8931706547737122|-8.424418989812033 0.8943437933921814|-8.428036038075582 0.8950023651123047|none|none|none
-8.419304196034567 0.7133098244667053|-8.419426743184225 0.7118943929672241|-8.417423073445455 0.7135429382324219|none|none|none
-8.419304196034567 0.7133098244667053|-8.417423073445455 0.7135429382324219|-8.42785340944399 0.8169957995414734|none|none|none
-8.3735616842853 0.7508643269538879|-8.177081052456991 0.9007806181907654|-8.400804106389181 0.858132004737854|none|none|none
-8.417423073445455 0.7135429382324219|-8.3735616842853 0.7508643269538879|-8.42785340944399 0.8169957995414734|none|none|none
-8.400804106389181 0.858132004737854|-8.41752821603884 0.9463639855384827|-8.424320046101705 0.8942997455596924|none|none|none
-8.426058355961935 0.8931706547737122|-8.424320046101705 0.8942997455596924|-8.424368445073263 0.8942968249320984|none|none|none
-8.177081052456991 0.9007806181907654|-8.274256769810812 1.0394312143325806|-8.400804106389181 0.858132004737854|none|none|none
-7.978649441395895 1.0077975988388062|-8.27384859720339 1.0393824577331543|-8.177081052456991 0.9007806181907654|none|none|none
-7.97854453722109 1.0078684091567993|-8.27384859720339 1.0393824577331543|-7.978649441395895 1.0077975988388062|none|none|none
-7.97854453722109 1.0078684091567993|-7.567145530377523 0.8938320875167847|-6.666436795388357 1.4714540243148804|none|none|none
-6.666436795388357 1.4714540243148804|-7.393679801617758 0.8728876113891602|-6.431759927664892 1.0634326934814453|none|none|none
-6.393934089933531 1.1067054271697998|-6.665529404078619 1.471697449684143|-6.431759927664892 1.0634326934814453|none|none|none
-6.10175741115679 1.4434624910354614|-6.665529404078619 1.471697449684143|-6.190297942851679 1.3306970596313477|none|none|none
-6.10175741115679 1.4434624910354614|-5.896555159484045 1.530835509300232|-5.952352497969763 1.7176629304885864|none|none|none
-0.3823440968990326 1.471697449684143|-0.38325148820877075 1.4714540243148804|-0.1485746204853058 1.0634326934814453|iceland|iceland|ireland
-0.3823440968990326 1.471697449684143|0.18142789602279663 1.4434624910354614|0.3308328092098236 1.7176629304885864|iceland|norway|norway
-1.9910714626312256 1.0394312143325806|-1.9906632900238037 1.0393824577331543|-0.38325148820877075 1.4714540243148804|canada|canada|iceland
-4.662321273480551 1.1853747367858887|-1.9910714626312256 1.0394312143325806|-5.952352497969763 1.7176629304885864|none|canada|none
4.292113844548361 1.0394312143325806|5.8999338189708155 1.4714540243148804|0.3308328092098236 1.7176629304885864|none|none|norway
5.8999338189708155 1.4714540243148804|5.900841210280554 1.471697449684143|6.61401811638941 1.7176629304885864|none|none|none
8.722585026417867 0.6675555109977722|8.722537819539205 0.6675524115562439|8.722551170979635 0.6675453782081604|none|none|none
8.722605053578512 0.6675126552581787|8.722585026417867 0.6675555109977722|8.722591225300924 0.6675022840499878|none|none|none
8.722537819539205 0.6675524115562439|8.722591225300924 0.6675022840499878|8.72255260149111 0.6675401329994202|none|none|none
8.49939209619631 0.7084475159645081|8.50192624727358 0.7050485014915466|8.584676090870992 0.8351717591285706|none|none|none
8.497918669377462 0.70869380235672|8.497654263173239 0.7065689563751221|8.49939209619631 0.7084475159645081|none|none|none
6.669815454875128 1.530835509300232|6.727691028510229 1.5069704055786133|6.61401811638941 1.7176629304885864|none|none|none
6.616583708916799 0.9443140029907227|6.561904017125265 0.9010707139968872|6.63880899945368 0.8765530586242676|none|none|none
6.561904017125265 0.9010707139968872|6.561449948941366 0.901331901550293|6.5360436777221125 0.9073558449745178|none|none|none
6.479622025285856 0.8516318798065186|6.501558561121122 0.8067962527275085|6.5360436777221125 0.9073558449745178|none|none|none
6.382900264357225 0.8854448199272156|6.376348849629061 0.8414528965950012|6.414873797689573 0.8663923740386963|none|none|none
